Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"DPunkte.Tisch[1].Punkt[67]","DB65,BYTE93",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[68]","DB65,BYTE94",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[69]","DB65,BYTE95",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[7]","DB65,BYTE33",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[70]","DB65,BYTE96",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[71]","DB65,BYTE97",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[72]","DB65,BYTE98",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[73]","DB65,BYTE99",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[74]","DB65,BYTE100",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[75]","DB65,BYTE101",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[76]","DB65,BYTE102",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[77]","DB65,BYTE103",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[78]","DB65,BYTE104",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[79]","DB65,BYTE105",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[8]","DB65,BYTE34",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[80]","DB65,BYTE106",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[81]","DB65,BYTE107",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[82]","DB65,BYTE108",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[83]","DB65,BYTE109",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[84]","DB65,BYTE110",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[85]","DB65,BYTE111",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[86]","DB65,BYTE112",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[87]","DB65,BYTE113",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[88]","DB65,BYTE114",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[89]","DB65,BYTE115",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[9]","DB65,BYTE35",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[90]","DB65,BYTE116",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[91]","DB65,BYTE117",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[92]","DB65,BYTE118",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[93]","DB65,BYTE119",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[94]","DB65,BYTE120",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[95]","DB65,BYTE121",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[96]","DB65,BYTE122",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[97]","DB65,BYTE123",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[98]","DB65,BYTE124",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Punkt[99]","DB65,BYTE125",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[1].Sz","DB65,INT20",Short,1,R/W,100,,,,,,,,,,"Schleifenzähler Tisch",
"DPunkte.Tisch[1].ZAnzahl","DB65,INT22",Short,1,R/W,100,,,,,,,,,,"Zwischenergebniss Anzahl",
"DPunkte.Tisch[1].OP[1].Ist.Anzahl_niO","DB65,X130.0",Boolean,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte n.i.O.",
"DPunkte.Tisch[1].OP[1].Ist.AnzahlPunkte","DB65,DINT126",Long,1,R/W,100,,,,,,,,,,"Anzahl der iO geschweißten Punkte",
"DPunkte.Tisch[1].OP[2].Ist.Anzahl_niO","DB65,X136.0",Boolean,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte n.i.O.",
"DPunkte.Tisch[1].OP[2].Ist.AnzahlPunkte","DB65,DINT132",Long,1,R/W,100,,,,,,,,,,"Anzahl der iO geschweißten Punkte",
"DPunkte.Tisch[1].OP[3].Ist.Anzahl_niO","DB65,X142.0",Boolean,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte n.i.O.",
"DPunkte.Tisch[1].OP[3].Ist.AnzahlPunkte","DB65,DINT138",Long,1,R/W,100,,,,,,,,,,"Anzahl der iO geschweißten Punkte",
"DPunkte.Tisch[1].OP[4].Ist.Anzahl_niO","DB65,X148.0",Boolean,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte n.i.O.",
"DPunkte.Tisch[1].OP[4].Ist.AnzahlPunkte","DB65,DINT144",Long,1,R/W,100,,,,,,,,,,"Anzahl der iO geschweißten Punkte",
"DPunkte.Tisch[2].Anzahl","DB65,INT154",Short,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte",
"DPunkte.Tisch[2].Punkt","DB65,BYTE156[100]",Byte Array,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[0]","DB65,BYTE156",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[1]","DB65,BYTE157",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[10]","DB65,BYTE166",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[11]","DB65,BYTE167",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[12]","DB65,BYTE168",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[13]","DB65,BYTE169",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[14]","DB65,BYTE170",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[15]","DB65,BYTE171",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[16]","DB65,BYTE172",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[17]","DB65,BYTE173",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[18]","DB65,BYTE174",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[19]","DB65,BYTE175",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[2]","DB65,BYTE158",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[20]","DB65,BYTE176",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[21]","DB65,BYTE177",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[22]","DB65,BYTE178",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[23]","DB65,BYTE179",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[24]","DB65,BYTE180",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[25]","DB65,BYTE181",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[26]","DB65,BYTE182",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[27]","DB65,BYTE183",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[28]","DB65,BYTE184",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[29]","DB65,BYTE185",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[3]","DB65,BYTE159",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[30]","DB65,BYTE186",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[31]","DB65,BYTE187",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[32]","DB65,BYTE188",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[33]","DB65,BYTE189",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[34]","DB65,BYTE190",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[35]","DB65,BYTE191",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[36]","DB65,BYTE192",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[37]","DB65,BYTE193",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[38]","DB65,BYTE194",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[39]","DB65,BYTE195",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[4]","DB65,BYTE160",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[40]","DB65,BYTE196",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[41]","DB65,BYTE197",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[42]","DB65,BYTE198",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[43]","DB65,BYTE199",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[44]","DB65,BYTE200",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[45]","DB65,BYTE201",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[46]","DB65,BYTE202",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[47]","DB65,BYTE203",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[48]","DB65,BYTE204",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[49]","DB65,BYTE205",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[5]","DB65,BYTE161",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[50]","DB65,BYTE206",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[51]","DB65,BYTE207",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[52]","DB65,BYTE208",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[53]","DB65,BYTE209",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[54]","DB65,BYTE210",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[55]","DB65,BYTE211",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[56]","DB65,BYTE212",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[57]","DB65,BYTE213",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[58]","DB65,BYTE214",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[59]","DB65,BYTE215",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[6]","DB65,BYTE162",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[60]","DB65,BYTE216",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[61]","DB65,BYTE217",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[62]","DB65,BYTE218",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[63]","DB65,BYTE219",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[64]","DB65,BYTE220",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[65]","DB65,BYTE221",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[66]","DB65,BYTE222",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[67]","DB65,BYTE223",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[68]","DB65,BYTE224",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[69]","DB65,BYTE225",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[7]","DB65,BYTE163",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[70]","DB65,BYTE226",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[71]","DB65,BYTE227",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[72]","DB65,BYTE228",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[73]","DB65,BYTE229",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[74]","DB65,BYTE230",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[75]","DB65,BYTE231",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[76]","DB65,BYTE232",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[77]","DB65,BYTE233",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[78]","DB65,BYTE234",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[79]","DB65,BYTE235",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[8]","DB65,BYTE164",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[80]","DB65,BYTE236",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[81]","DB65,BYTE237",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[82]","DB65,BYTE238",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[83]","DB65,BYTE239",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[84]","DB65,BYTE240",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[85]","DB65,BYTE241",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[86]","DB65,BYTE242",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[87]","DB65,BYTE243",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[88]","DB65,BYTE244",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[89]","DB65,BYTE245",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[9]","DB65,BYTE165",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[90]","DB65,BYTE246",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[91]","DB65,BYTE247",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[92]","DB65,BYTE248",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[93]","DB65,BYTE249",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[94]","DB65,BYTE250",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[95]","DB65,BYTE251",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[96]","DB65,BYTE252",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[97]","DB65,BYTE253",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[98]","DB65,BYTE254",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Punkt[99]","DB65,BYTE255",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[2].Sz","DB65,INT150",Short,1,R/W,100,,,,,,,,,,"Schleifenzähler Tisch",
"DPunkte.Tisch[2].ZAnzahl","DB65,INT152",Short,1,R/W,100,,,,,,,,,,"Zwischenergebniss Anzahl",
"DPunkte.Tisch[2].OP[1].Ist.Anzahl_niO","DB65,X260.0",Boolean,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte n.i.O.",
"DPunkte.Tisch[2].OP[1].Ist.AnzahlPunkte","DB65,DINT256",Long,1,R/W,100,,,,,,,,,,"Anzahl der iO geschweißten Punkte",
"DPunkte.Tisch[2].OP[2].Ist.Anzahl_niO","DB65,X266.0",Boolean,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte n.i.O.",
"DPunkte.Tisch[2].OP[2].Ist.AnzahlPunkte","DB65,DINT262",Long,1,R/W,100,,,,,,,,,,"Anzahl der iO geschweißten Punkte",
"DPunkte.Tisch[2].OP[3].Ist.Anzahl_niO","DB65,X272.0",Boolean,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte n.i.O.",
"DPunkte.Tisch[2].OP[3].Ist.AnzahlPunkte","DB65,DINT268",Long,1,R/W,100,,,,,,,,,,"Anzahl der iO geschweißten Punkte",
"DPunkte.Tisch[2].OP[4].Ist.Anzahl_niO","DB65,X278.0",Boolean,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte n.i.O.",
"DPunkte.Tisch[2].OP[4].Ist.AnzahlPunkte","DB65,DINT274",Long,1,R/W,100,,,,,,,,,,"Anzahl der iO geschweißten Punkte",
"DPunkte.Tisch[3].Anzahl","DB65,INT284",Short,1,R/W,100,,,,,,,,,,"Anzahl der Schweißpunkte",
"DPunkte.Tisch[3].Punkt","DB65,BYTE286[100]",Byte Array,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[0]","DB65,BYTE286",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[1]","DB65,BYTE287",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[10]","DB65,BYTE296",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[11]","DB65,BYTE297",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[12]","DB65,BYTE298",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[13]","DB65,BYTE299",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[14]","DB65,BYTE300",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[15]","DB65,BYTE301",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[16]","DB65,BYTE302",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[17]","DB65,BYTE303",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[18]","DB65,BYTE304",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[19]","DB65,BYTE305",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[2]","DB65,BYTE288",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[20]","DB65,BYTE306",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[21]","DB65,BYTE307",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[22]","DB65,BYTE308",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[23]","DB65,BYTE309",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[24]","DB65,BYTE310",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[25]","DB65,BYTE311",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[26]","DB65,BYTE312",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[27]","DB65,BYTE313",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[28]","DB65,BYTE314",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[29]","DB65,BYTE315",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[3]","DB65,BYTE289",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[30]","DB65,BYTE316",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[31]","DB65,BYTE317",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[32]","DB65,BYTE318",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
"DPunkte.Tisch[3].Punkt[33]","DB65,BYTE319",Byte,1,R/W,100,,,,,,,,,,"Schweisspunke aus i.O./ niO.",
